SHORT_TERM_COUNT,MID_TERM_COUNT,LONG_TERM_COUNT,SHORT_TERM_COUNT_BANK,MID_TERM_COUNT_BANK,LONG_TERM_COUNT_BANK,SHORT_TERM_COUNT_NON_BANK,MID_TERM_COUNT_NON_BANK,LONG_TERM_COUNT_NON_BANK,NUMBER_OF_LOANS,NUMBER_OF_LOANS_BANK,NUMBER_OF_LOANS_NON_BANK,NUMBER_OF_CREDIT_CARDS,NUMBER_OF_CREDIT_CARDS_BANK,NUMBER_OF_CREDIT_CARDS_NON_BANK,NUMBER_OF_RELATIONSHIP,NUMBER_OF_RELATIONSHIP_BANK,NUMBER_OF_RELATIONSHIP_NON_BANK,NUM_NEW_LOAN_TAKEN_3M,NUM_NEW_LOAN_TAKEN_6M,NUM_NEW_LOAN_TAKEN_9M,NUM_NEW_LOAN_TAKEN_12M,NUM_NEW_LOAN_TAKEN_BANK_3M,NUM_NEW_LOAN_TAKEN_BANK_6M,NUM_NEW_LOAN_TAKEN_BANK_9M,NUM_NEW_LOAN_TAKEN_BANK_12M,NUM_NEW_LOAN_TAKEN_NON_BANK_3M,NUM_NEW_LOAN_TAKEN_NON_BANK_6M,NUM_NEW_LOAN_TAKEN_NON_BANK_9M,NUM_NEW_LOAN_TAKEN_NON_BANK_12M,OUTSTANDING_BAL_LOAN_CURRENT,OUTSTANDING_BAL_LOAN_3M,OUTSTANDING_BAL_LOAN_6M,OUTSTANDING_BAL_LOAN_9M,OUTSTANDING_BAL_LOAN_12M,OUTSTANDING_BAL_CC_3M,OUTSTANDING_BAL_CC_6M,OUTSTANDING_BAL_CC_9M,OUTSTANDING_BAL_CC_12M,OUTSTANDING_BAL_ALL_3M,OUTSTANDING_BAL_ALL_6M,OUTSTANDING_BAL_ALL_9M,OUTSTANDING_BAL_ALL_12M,OUTSTANDING_BAL_LOAN_3M_6M,OUTSTANDING_BAL_LOAN_6M_9M,OUTSTANDING_BAL_LOAN_9M_12M,OUTSTANDING_BAL_LOAN_6M_12M,OUTSTANDING_BAL_LOAN_3M_12M,OUTSTANDING_BAL_CC_3M_6M,OUTSTANDING_BAL_CC_6M_9M,OUTSTANDING_BAL_CC_9M_12M,OUTSTANDING_BAL_CC_6M_12M,OUTSTANDING_BAL_CC_3M_12M,OUTSTANDING_BAL_ALL_3M_6M,OUTSTANDING_BAL_ALL_6M_9M,OUTSTANDING_BAL_ALL_9M_12M,OUTSTANDING_BAL_ALL_6M_12M,OUTSTANDING_BAL_ALL_3M_12M,INCREASING_BAL_3M_LOAN,INCREASING_BAL_6M_LOAN,INCREASING_BAL_3M_CC,INCREASING_BAL_6M_CC,INCREASING_BAL_3M_ALL,INCREASING_BAL_6M_ALL,OUTSTANDING_BAL_CC_CURRENT,CREDIT_CARD_MONTH_SINCE_10DPD,CREDIT_CARD_MONTH_SINCE_30DPD,CREDIT_CARD_MONTH_SINCE_60DPD,CREDIT_CARD_MONTH_SINCE_90DPD,CREDIT_CARD_NUMBER_OF_LATE_PAYMENT,ENQUIRIES_3M,ENQUIRIES_6M,ENQUIRIES_9M,ENQUIRIES_12M,ENQUIRIES_FROM_BANK_3M,ENQUIRIES_FROM_NON_BANK_3M,ENQUIRIES_FOR_LOAN_3M,ENQUIRIES_FOR_CC_3M,ENQUIRIES_FROM_BANK_FOR_LOAN_3M,ENQUIRIES_FROM_NON_BANK_FOR_LOAN_3M,ENQUIRIES_FROM_BANK_FOR_CC_3M,ENQUIRIES_FROM_NON_BANK_FOR_CC_3M,ENQUIRIES_FROM_BANK_6M,ENQUIRIES_FROM_NON_BANK_6M,ENQUIRIES_FOR_LOAN_6M,ENQUIRIES_FOR_CC_6M,ENQUIRIES_FROM_BANK_FOR_LOAN_6M,ENQUIRIES_FROM_NON_BANK_FOR_LOAN_6M,ENQUIRIES_FROM_BANK_FOR_CC_6M,ENQUIRIES_FROM_NON_BANK_FOR_CC_6M,ENQUIRIES_FROM_BANK_9M,ENQUIRIES_FROM_NON_BANK_9M,ENQUIRIES_FOR_LOAN_9M,ENQUIRIES_FOR_CC_9M,ENQUIRIES_FROM_BANK_FOR_LOAN_9M,ENQUIRIES_FROM_NON_BANK_FOR_LOAN_9M,ENQUIRIES_FROM_BANK_FOR_CC_9M,ENQUIRIES_FROM_NON_BANK_FOR_CC_9M,ENQUIRIES_FROM_BANK_12M,ENQUIRIES_FROM_NON_BANK_12M,ENQUIRIES_FOR_LOAN_12M,ENQUIRIES_FOR_CC_12M,ENQUIRIES_FROM_BANK_FOR_LOAN_12M,ENQUIRIES_FROM_NON_BANK_FOR_LOAN_12M,ENQUIRIES_FROM_BANK_FOR_CC_12M,ENQUIRIES_FROM_NON_BANK_FOR_CC_12M,ENQUIRIES_3M_6M,ENQUIRIES_6M_9M,ENQUIRIES_9M_12M,ENQUIRIES_6M_12M,ENQUIRIES_3M_12M,ENQUIRIES_FROM_BANK_3M_6M,ENQUIRIES_FROM_BANK_6M_9M,ENQUIRIES_FROM_BANK_9M_12M,ENQUIRIES_FROM_BANK_6M_12M,ENQUIRIES_FROM_BANK_3M_12M,ENQUIRIES_FROM_NON_BANK_3M_6M,ENQUIRIES_FROM_NON_BANK_6M_9M,ENQUIRIES_FROM_NON_BANK_9M_12M,ENQUIRIES_FROM_NON_BANK_6M_12M,ENQUIRIES_FROM_NON_BANK_3M_12M,OUTSTANDING_BAL_ALL_CURRENT,y_pred_proba,y_pred,y_true
13.0,,1.0,4.0,1.0,1.0,10.0,1.0,1.0,13.0,,10.0,4.0,4.0,1.0,16.0,7.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1000150.0,1000053.333,,1000040.0,1000030.0,1000000.0,1000000.0,1000000.0,,1000053.333,1000041.667,1000040.0,1000030.0,1000012.8,1000010.417,1000013.333,1000013.889,1000017.778,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000012.8,1000010.417,1000013.333,,1000017.778,1000000.0,,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,431.0,431.0,431.0,431.0,1.0,12.0,,12.0,,2.0,12.0,12.0,2.0,,12.0,2.0,2.0,2.0,12.0,12.0,2.0,,12.0,2.0,2.0,2.0,12.0,12.0,2.0,2.0,12.0,,2.0,2.0,,12.0,2.0,2.0,12.0,2.0,2.0,7.0,7.0,7.0,,7.0,2.0,2.0,2.0,2.0,2.0,7.0,7.0,7.0,7.0,7.0,1000150.0,0.24611915929507888,0,0
1.0,10.0,1.0,1.0,4.0,1.0,1.0,7.0,1.0,10.0,4.0,,16.0,13.0,4.0,25.0,16.0,10.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1001640.0,1001636.667,,1001682.222,1001723.333,1001500.0,1001390.0,,1001215.833,1003136.667,1003035.0,,1002939.167,1000009.949,1000009.779,1000009.761,,1000009.497,1000010.791,1000010.263,1000011.14,1000011.432,1000012.337,1000010.335,1000009.995,1000010.332,,1000010.672,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1001550.0,431.0,431.0,431.0,431.0,1.0,12.0,12.0,17.0,42.0,,12.0,12.0,2.0,2.0,12.0,2.0,2.0,2.0,12.0,12.0,2.0,2.0,12.0,2.0,2.0,7.0,12.0,17.0,2.0,7.0,12.0,2.0,2.0,27.0,17.0,32.0,12.0,17.0,17.0,12.0,2.0,7.0,5.333333333,3.875,3.25,3.25,-3.0,2.0,3.0,2.0,2.0,7.0,7.0,5.333333333,5.333333333,5.333333333,1003190.0,0.055939517847284195,0,0
10.0,,1.0,4.0,1.0,1.0,7.0,1.0,1.0,10.0,4.0,7.0,4.0,4.0,1.0,13.0,7.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,7.0,,1.0,1.0,7.0,1000130.0,1000160.0,1000211.667,1000240.0,1000212.5,1000050.0,1000048.333,,1000040.0,1000210.0,1000260.0,1000287.778,1000252.5,1000007.559,1000008.819,1000011.294,1000009.961,1000007.529,1000010.345,1000010.116,1000011.944,1000012.083,1000012.5,1000008.077,1000009.035,,1000010.297,1000008.317,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000050.0,431.0,,431.0,,1.0,17.0,17.0,,22.0,7.0,12.0,17.0,2.0,7.0,12.0,2.0,,7.0,,17.0,2.0,7.0,12.0,2.0,,7.0,12.0,17.0,2.0,7.0,12.0,2.0,2.0,7.0,17.0,22.0,,7.0,,2.0,2.0,7.0,7.0,5.75,5.75,,,7.0,7.0,7.0,7.0,7.0,7.0,,,5.333333333,1000180.0,0.056605357797713744,0,0
13.0,7.0,1.0,7.0,1.0,1.0,7.0,7.0,1.0,19.0,7.0,13.0,1.0,1.0,1.0,,7.0,13.0,7.0,13.0,22.0,22.0,,13.0,22.0,22.0,,13.0,22.0,,1000320.0,1000356.667,1000363.333,1000310.0,1000251.667,999990.0,999990.0,999990.0,999990.0,1000356.667,1000363.333,1000310.0,1000251.667,1000009.817,1000011.72,1000012.318,1000014.437,1000014.172,999990.0,,999990.0,999990.0,999990.0,1000009.817,1000011.72,1000012.318,1000014.437,1000014.172,1000000.0,1000000.0,999990.0,999990.0,,1000000.0,999990.0,431.0,431.0,,,1.0,12.0,27.0,32.0,32.0,2.0,12.0,12.0,2.0,2.0,12.0,2.0,2.0,2.0,27.0,27.0,,2.0,,2.0,2.0,2.0,,32.0,2.0,2.0,32.0,2.0,2.0,2.0,32.0,32.0,2.0,2.0,32.0,2.0,2.0,,6.166666667,7.0,6.166666667,3.666666667,-3.0,-3.0,-3.0,-3.0,-3.0,4.0,6.166666667,7.0,,3.666666667,1000320.0,0.03858685284028603,0,0
4.0,4.0,1.0,1.0,4.0,1.0,,1.0,1.0,7.0,4.0,4.0,4.0,4.0,1.0,,,4.0,4.0,,7.0,7.0,4.0,7.0,,7.0,4.0,7.0,7.0,7.0,1000120.0,,,1000020.0,1000015.0,1000000.0,1000000.0,1000000.0,1000000.0,1000040.0,1000030.0,1000020.0,1000015.0,1000013.333,1000015.0,1000013.333,1000020.0,1000026.667,999990.0,999990.0,999990.0,999990.0,999990.0,1000013.333,1000015.0,,1000020.0,1000026.667,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,431.0,431.0,431.0,431.0,1.0,7.0,7.0,7.0,7.0,2.0,7.0,7.0,2.0,2.0,7.0,,2.0,2.0,7.0,7.0,2.0,2.0,7.0,2.0,2.0,2.0,7.0,,2.0,2.0,7.0,2.0,2.0,2.0,7.0,7.0,2.0,2.0,7.0,2.0,,7.0,7.0,,7.0,7.0,-3.0,-3.0,-3.0,-3.0,-3.0,,7.0,7.0,7.0,7.0,1000120.0,0.09457370524299415,0,0
1.0,4.0,1.0,1.0,,1.0,1.0,,1.0,4.0,1.0,4.0,,1.0,4.0,,1.0,7.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1000120.0,1000133.333,1000155.0,,1000210.0,1000420.0,1000355.0,1000261.111,1000195.833,1000553.333,,1000441.111,1000405.833,,,1000008.571,1000007.381,1000006.349,,1000013.596,1000013.333,1000018.128,1000021.447,1000010.85,1000011.562,1000010.869,1000012.567,,1000000.0,1000000.0,,1000000.0,1000000.0,1000000.0,1000410.0,431.0,,431.0,431.0,1.0,7.0,7.0,7.0,7.0,2.0,7.0,7.0,2.0,2.0,7.0,2.0,2.0,,7.0,7.0,2.0,2.0,7.0,2.0,2.0,2.0,7.0,,2.0,2.0,7.0,2.0,2.0,2.0,7.0,7.0,2.0,2.0,7.0,2.0,2.0,7.0,7.0,7.0,7.0,7.0,-3.0,-3.0,-3.0,-3.0,-3.0,7.0,7.0,7.0,7.0,7.0,1000530.0,0.4243957203897707,0,0
7.0,1.0,1.0,4.0,1.0,,4.0,1.0,1.0,7.0,4.0,4.0,10.0,10.0,1.0,16.0,13.0,4.0,1.0,1.0,7.0,7.0,1.0,1.0,7.0,7.0,1.0,1.0,7.0,,1000110.0,1000130.0,1000146.667,1000118.889,1000089.167,1000166.667,1000183.333,1000144.444,1000108.333,1000296.667,1000330.0,,,1000008.864,1000012.336,1000013.333,1000016.449,1000014.579,1000009.091,1000012.692,1000013.333,1000016.923,,1000008.99,1000012.532,,1000016.709,1000015.021,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000250.0,431.0,431.0,431.0,431.0,1.0,32.0,37.0,57.0,57.0,22.0,,22.0,12.0,12.0,12.0,12.0,2.0,27.0,12.0,27.0,12.0,17.0,12.0,12.0,2.0,47.0,12.0,37.0,22.0,27.0,12.0,22.0,,47.0,12.0,37.0,22.0,27.0,12.0,22.0,2.0,6.285714286,5.181818182,7.0,5.181818182,4.727272727,6.0,4.777777778,,4.777777778,4.222222222,7.0,7.0,7.0,7.0,7.0,1000360.0,0.029062031463796708,0,0
7.0,4.0,1.0,1.0,1.0,1.0,7.0,,1.0,10.0,1.0,10.0,1.0,1.0,1.0,10.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1000210.0,1000248.333,1000222.222,1000169.167,1000000.0,1000000.0,1000000.0,1000000.0,1000210.0,1000248.333,1000222.222,1000169.167,1000008.456,1000011.175,1000013.136,1000014.68,1000012.414,1000000.0,,1000000.0,1000000.0,,1000008.456,1000011.175,1000013.136,1000014.68,1000012.414,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,,431.0,431.0,,1.0,7.0,,12.0,12.0,2.0,,,2.0,2.0,7.0,2.0,2.0,2.0,7.0,7.0,2.0,2.0,7.0,2.0,2.0,2.0,12.0,12.0,2.0,2.0,12.0,2.0,2.0,,12.0,12.0,2.0,2.0,12.0,2.0,2.0,7.0,4.5,7.0,4.5,4.5,2.0,2.0,,2.0,2.0,7.0,4.5,,4.5,4.5,,0.4142593180554276,0,0
16.0,7.0,1.0,4.0,4.0,1.0,13.0,,1.0,22.0,,16.0,4.0,1.0,4.0,25.0,7.0,19.0,7.0,7.0,10.0,16.0,7.0,7.0,10.0,16.0,,7.0,10.0,16.0,1002570.0,,1001971.667,,1002247.5,1000760.0,1000788.333,1000702.222,1000664.167,,1002636.667,1002757.778,1002850.0,1000008.081,,1000009.512,1000008.773,1000007.089,1000009.641,1000011.226,1000010.573,1000011.87,1000011.443,1000007.99,1000009.561,1000009.676,1000009.251,,1000000.0,1000000.0,1000000.0,1000000.0,,1000000.0,1000740.0,431.0,431.0,431.0,431.0,1.0,32.0,47.0,52.0,52.0,12.0,22.0,22.0,12.0,7.0,17.0,7.0,7.0,,27.0,32.0,17.0,12.0,22.0,12.0,7.0,22.0,32.0,37.0,17.0,12.0,27.0,12.0,7.0,22.0,32.0,37.0,17.0,,,12.0,,,,7.0,6.5,5.0,4.5,7.0,7.0,,4.5,6.0,6.166666667,7.0,6.166666667,5.333333333,1003310.0,0.04813859774133235,0,0
10.0,1.0,1.0,4.0,1.0,1.0,7.0,,1.0,10.0,4.0,7.0,1.0,1.0,1.0,10.0,4.0,7.0,1.0,1.0,7.0,7.0,1.0,1.0,7.0,7.0,1.0,1.0,7.0,7.0,1000070.0,1000083.333,1000115.0,1000121.111,1000128.333,,999990.0,999990.0,999990.0,1000083.333,1000115.0,1000121.111,1000128.333,1000007.246,1000009.495,1000009.437,1000008.961,1000006.494,999990.0,999990.0,999990.0,999990.0,999990.0,1000007.246,1000009.495,1000009.437,1000008.961,1000006.494,1000000.0,1000000.0,999990.0,,1000000.0,1000000.0,999990.0,,431.0,431.0,431.0,1.0,12.0,12.0,12.0,12.0,2.0,12.0,12.0,,2.0,12.0,2.0,2.0,2.0,12.0,12.0,2.0,2.0,12.0,2.0,2.0,2.0,,,2.0,2.0,12.0,,2.0,,12.0,12.0,2.0,2.0,12.0,2.0,2.0,7.0,7.0,7.0,7.0,7.0,-3.0,-3.0,-3.0,-3.0,-3.0,7.0,7.0,7.0,7.0,,1000070.0,0.07426035630520741,0,0
4.0,1.0,1.0,1.0,1.0,1.0,,,1.0,4.0,1.0,4.0,,1.0,,4.0,1.0,4.0,1.0,1.0,4.0,4.0,1.0,1.0,4.0,4.0,,,4.0,4.0,,1000093.333,1000081.667,1000087.778,1000070.0,1000000.0,1000000.0,1000000.0,1000000.0,1000093.333,1000081.667,1000087.778,1000070.0,1000011.429,1000009.304,1000012.54,1000011.667,1000013.333,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000011.429,1000009.304,1000012.54,1000011.667,1000013.333,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,,431.0,431.0,431.0,431.0,1.0,7.0,7.0,7.0,7.0,2.0,7.0,,2.0,2.0,7.0,2.0,2.0,2.0,,7.0,2.0,2.0,7.0,2.0,2.0,2.0,,7.0,2.0,2.0,7.0,2.0,2.0,2.0,7.0,7.0,2.0,2.0,7.0,2.0,2.0,7.0,7.0,7.0,7.0,,2.0,2.0,2.0,2.0,2.0,7.0,7.0,7.0,7.0,7.0,1000090.0,0.29879210562116887,0,0
4.0,1.0,1.0,1.0,1.0,,4.0,1.0,1.0,4.0,,4.0,7.0,1.0,7.0,10.0,1.0,10.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1000070.0,,1000056.667,1000037.778,1000028.333,1000103.333,1000070.0,1000046.667,1000035.0,1000183.333,,1000084.444,1000063.333,1000014.118,1000015.0,1000013.333,1000020.0,1000028.235,1000014.762,1000015.0,1000013.333,1000020.0,1000029.524,1000014.474,1000015.0,1000013.333,1000020.0,,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,,431.0,431.0,431.0,431.0,1.0,12.0,12.0,12.0,12.0,2.0,12.0,12.0,2.0,2.0,12.0,2.0,2.0,2.0,12.0,12.0,2.0,,12.0,2.0,2.0,2.0,12.0,12.0,,2.0,12.0,2.0,2.0,2.0,12.0,12.0,,,12.0,2.0,2.0,7.0,7.0,7.0,7.0,7.0,,-3.0,-3.0,-3.0,-3.0,7.0,,7.0,7.0,7.0,,0.17175392504759632,0,0
,7.0,1.0,7.0,1.0,1.0,4.0,,1.0,16.0,7.0,10.0,10.0,4.0,7.0,25.0,10.0,16.0,7.0,13.0,13.0,16.0,7.0,13.0,13.0,16.0,7.0,13.0,13.0,16.0,1000680.0,1000500.0,1000570.0,1000814.444,1001037.5,1000050.0,1000050.0,1000050.0,1000050.0,1000533.333,1000611.667,1000858.889,,1000008.772,1000006.999,1000007.85,1000005.494,1000004.819,1000010.0,1000010.0,1000010.0,1000010.0,1000010.0,1000008.719,1000007.122,1000007.928,1000005.646,1000004.923,1000000.0,,1000000.0,1000000.0,1000000.0,1000000.0,1000050.0,431.0,431.0,,431.0,1.0,12.0,22.0,22.0,,7.0,7.0,12.0,2.0,,7.0,2.0,2.0,7.0,,17.0,7.0,7.0,12.0,2.0,,7.0,,17.0,7.0,7.0,12.0,2.0,7.0,7.0,17.0,17.0,7.0,,12.0,2.0,7.0,4.5,7.0,7.0,7.0,,,7.0,7.0,7.0,7.0,3.666666667,,7.0,,3.666666667,1000730.0,0.03674140798241785,0,0
4.0,4.0,1.0,1.0,1.0,1.0,4.0,,1.0,7.0,1.0,,7.0,,4.0,13.0,4.0,10.0,4.0,,7.0,7.0,,4.0,7.0,7.0,4.0,4.0,7.0,7.0,1000140.0,,1000073.333,1000060.0,1000045.0,1000153.333,1000115.0,1000076.667,1000057.5,1000210.0,1000188.333,1000136.667,1000102.5,1000007.727,1000012.222,1000013.333,1000016.296,1000012.593,1000013.333,1000015.0,1000013.333,1000020.0,1000026.667,1000011.15,1000013.78,1000013.333,1000018.374,1000020.488,1000000.0,1000000.0,1000010.0,1000000.0,1000000.0,1000000.0,1000250.0,,431.0,431.0,431.0,1.0,22.0,32.0,47.0,47.0,,7.0,17.0,7.0,12.0,7.0,7.0,2.0,27.0,7.0,,12.0,17.0,7.0,12.0,2.0,42.0,7.0,32.0,,27.0,7.0,17.0,2.0,42.0,,32.0,,27.0,7.0,17.0,2.0,5.333333333,5.333333333,7.0,5.333333333,4.222222222,5.0,5.125,7.0,5.125,3.875,7.0,7.0,7.0,7.0,7.0,1000390.0,0.11466481412571543,0,0
7.0,4.0,1.0,1.0,1.0,1.0,7.0,4.0,1.0,10.0,1.0,10.0,,4.0,1.0,13.0,4.0,10.0,,1.0,7.0,7.0,1.0,1.0,7.0,7.0,1.0,1.0,7.0,7.0,1000180.0,1000230.0,1000278.333,,1000225.0,1000040.0,1000020.0,1000013.333,,1000270.0,1000298.333,1000260.0,1000235.0,1000008.263,1000011.284,1000010.963,1000012.37,1000010.222,1000020.0,1000015.0,,1000020.0,1000040.0,1000009.05,1000011.474,1000011.064,1000012.695,1000011.489,1000000.0,1000000.0,1000000.0,1000000.0,,1000000.0,,431.0,431.0,431.0,431.0,1.0,12.0,47.0,,47.0,2.0,12.0,12.0,2.0,2.0,12.0,2.0,2.0,32.0,17.0,32.0,17.0,17.0,17.0,17.0,2.0,32.0,17.0,32.0,17.0,17.0,17.0,17.0,2.0,32.0,17.0,32.0,17.0,17.0,17.0,17.0,2.0,,7.0,7.0,7.0,3.111111111,2.0,7.0,,7.0,2.0,,7.0,7.0,7.0,5.333333333,1000220.0,0.0796234945275966,0,0
10.0,1.0,1.0,4.0,1.0,1.0,7.0,1.0,1.0,10.0,4.0,7.0,1.0,1.0,1.0,10.0,4.0,7.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,1000090.0,1000010.0,1000005.0,1000003.333,1000002.5,,999990.0,,999990.0,1000010.0,1000005.0,,1000002.5,1000020.0,,1000013.333,,1000040.0,999990.0,999990.0,999990.0,999990.0,999990.0,,1000015.0,1000013.333,,1000040.0,1000000.0,1000000.0,,999990.0,1000000.0,1000000.0,999990.0,431.0,431.0,,431.0,1.0,22.0,22.0,,22.0,17.0,7.0,17.0,7.0,12.0,7.0,7.0,,17.0,7.0,17.0,7.0,12.0,7.0,7.0,2.0,17.0,7.0,17.0,7.0,12.0,7.0,7.0,2.0,17.0,7.0,17.0,7.0,12.0,7.0,7.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,7.0,7.0,1000090.0,0.1427153162642026,0,0
7.0,10.0,1.0,4.0,4.0,1.0,4.0,7.0,1.0,,,10.0,22.0,10.0,13.0,37.0,16.0,22.0,4.0,4.0,7.0,10.0,4.0,,7.0,10.0,4.0,4.0,7.0,10.0,1000470.0,1000390.0,1000423.333,,1000510.0,1000813.333,1000795.0,1000796.667,1000755.0,1001203.333,1001218.333,1001216.667,,1000009.213,1000010.079,1000008.235,1000008.301,1000007.647,1000010.231,1000009.979,1000010.552,1000010.53,1000010.773,1000009.877,1000010.014,1000009.618,1000009.631,1000009.513,1000000.0,1000000.0,1000010.0,1000000.0,1000000.0,1000000.0,1000830.0,431.0,431.0,431.0,,1.0,32.0,,57.0,107.0,22.0,12.0,22.0,12.0,12.0,12.0,12.0,2.0,22.0,12.0,22.0,12.0,12.0,12.0,12.0,2.0,47.0,12.0,37.0,22.0,,12.0,22.0,2.0,97.0,12.0,62.0,,52.0,,47.0,2.0,,,4.619047619,3.428571429,,7.0,4.222222222,4.368421053,3.052631579,3.052631579,7.0,7.0,7.0,7.0,7.0,1001300.0,0.030860768404632647,0,0
10.0,1.0,1.0,4.0,,1.0,7.0,1.0,1.0,10.0,4.0,7.0,1.0,1.0,1.0,,4.0,7.0,1.0,7.0,10.0,10.0,1.0,7.0,10.0,10.0,1.0,7.0,10.0,10.0,1000120.0,1000180.0,1000181.667,1000138.889,1000104.167,999990.0,999990.0,999990.0,999990.0,1000180.0,1000181.667,1000138.889,1000104.167,1000009.908,1000013.08,1000013.333,1000017.44,,999990.0,999990.0,999990.0,999990.0,999990.0,1000009.908,1000013.08,1000013.333,1000017.44,1000017.28,1000000.0,1000000.0,999990.0,999990.0,1000000.0,1000000.0,999990.0,431.0,431.0,431.0,431.0,,7.0,7.0,7.0,,,,7.0,2.0,2.0,7.0,2.0,2.0,,7.0,7.0,2.0,,7.0,2.0,2.0,2.0,7.0,7.0,2.0,2.0,7.0,2.0,2.0,2.0,7.0,,2.0,2.0,7.0,2.0,2.0,7.0,7.0,7.0,7.0,7.0,-3.0,-3.0,-3.0,-3.0,-3.0,7.0,7.0,7.0,7.0,7.0,1000120.0,0.08533181030841826,0,0
7.0,4.0,,1.0,4.0,1.0,7.0,1.0,1.0,,,7.0,4.0,4.0,,13.0,7.0,7.0,4.0,7.0,7.0,7.0,4.0,7.0,7.0,7.0,,7.0,7.0,7.0,1000220.0,1000106.667,1000110.0,1000090.0,1000075.0,,1000010.0,1000008.889,1000007.5,1000116.667,1000120.0,1000098.889,1000082.5,1000009.697,,1000012.0,1000014.667,1000014.222,1000010.0,,1000011.852,1000013.333,1000013.333,1000009.722,1000012.135,1000011.987,1000014.545,1000014.141,1000000.0,1000000.0,1000000.0,,1000000.0,1000000.0,1000020.0,431.0,431.0,431.0,431.0,1.0,7.0,7.0,12.0,32.0,2.0,7.0,7.0,2.0,2.0,7.0,2.0,2.0,2.0,7.0,7.0,2.0,2.0,7.0,2.0,2.0,7.0,7.0,12.0,2.0,7.0,7.0,2.0,2.0,27.0,7.0,22.0,12.0,17.0,7.0,,2.0,7.0,4.5,3.666666667,2.833333333,2.833333333,-3.0,2.0,3.0,2.0,2.0,7.0,7.0,7.0,7.0,7.0,1000240.0,0.08216208179902211,0,0
13.0,1.0,1.0,7.0,1.0,1.0,7.0,1.0,1.0,13.0,7.0,7.0,4.0,4.0,1.0,16.0,10.0,7.0,7.0,7.0,13.0,16.0,7.0,7.0,13.0,16.0,7.0,7.0,13.0,16.0,,1000120.0,1000188.333,1000197.778,1000175.833,1000026.667,1000038.333,1000032.222,1000024.167,1000146.667,,1000230.0,1000200.0,1000006.372,1000009.522,1000011.248,1000010.711,1000006.825,,1000011.897,1000013.333,1000015.862,1000011.034,,1000009.855,1000011.5,1000011.333,1000007.333,1000000.0,,1000000.0,1000000.0,1000000.0,1000000.0,1000030.0,431.0,,431.0,431.0,1.0,,7.0,17.0,17.0,2.0,7.0,,2.0,2.0,7.0,2.0,2.0,2.0,7.0,7.0,2.0,2.0,7.0,2.0,2.0,2.0,17.0,17.0,2.0,2.0,17.0,,2.0,2.0,17.0,17.0,2.0,2.0,17.0,2.0,2.0,7.0,3.666666667,7.0,3.666666667,3.666666667,-3.0,-3.0,,-3.0,-3.0,7.0,3.666666667,7.0,3.666666667,3.666666667,1000280.0,0.02633373528833932,0,0
7.0,7.0,1.0,1.0,1.0,1.0,,7.0,1.0,,1.0,13.0,,1.0,1.0,13.0,1.0,13.0,,7.0,7.0,,7.0,,7.0,10.0,,7.0,,10.0,1000310.0,1000253.333,1000288.333,1000318.889,,1000000.0,1000000.0,1000000.0,1000000.0,1000253.333,1000288.333,1000318.889,1000312.5,1000008.786,1000009.042,1000010.204,1000009.227,1000008.107,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000008.786,,1000010.204,1000009.227,1000008.107,1000010.0,1000010.0,1000000.0,,1000010.0,1000010.0,1000000.0,,431.0,431.0,431.0,1.0,7.0,12.0,12.0,17.0,2.0,7.0,7.0,2.0,2.0,7.0,2.0,2.0,2.0,12.0,12.0,2.0,2.0,12.0,2.0,2.0,2.0,12.0,12.0,2.0,2.0,12.0,2.0,2.0,2.0,17.0,17.0,2.0,2.0,17.0,2.0,2.0,4.5,7.0,5.333333333,,3.666666667,2.0,2.0,2.0,2.0,,4.5,7.0,5.333333333,5.333333333,,1000310.0,0.25028438289112026,0,0
